Chave,Titulo,Data Criacao,Data Mudanca,Status Antigo,Status Novo,Autor
BF3E4-1574,[CLIENTE - 3] Assunto: Campanhas Marketing Cloud (Parte 1) - TAMANHO: G,2026-03-09T11:52:20.943-0300,2026-03-17T18:11:21.198-0300,WAITING REFINEMENT,IN REFINEMENT,willian.santos
BF3E4-1574,[CLIENTE - 3] Assunto: Campanhas Marketing Cloud (Parte 1) - TAMANHO: G,2026-03-09T11:52:20.943-0300,2026-03-17T18:11:18.468-0300,Open,WAITING REFINEMENT,willian.santos
BF3E4-1574,[CLIENTE - 3] Assunto: Campanhas Marketing Cloud (Parte 1) - TAMANHO: G,2026-03-09T11:52:20.943-0300,2026-03-17T18:11:15.978-0300,WAITING REFINEMENT,Open,willian.santos
BF3E4-1574,[CLIENTE - 3] Assunto: Campanhas Marketing Cloud (Parte 1) - TAMANHO: G,2026-03-09T11:52:20.943-0300,2026-03-17T18:11:13.311-0300,Open,WAITING REFINEMENT,willian.santos
BF3E4-1550,[CLIENTE - 2] Assunto: CRM e Audiência (Parte 2) - TAMANHO: G,2026-03-06T20:01:46.899-0300,2026-03-17T18:10:10.682-0300,IN REFINEMENT,Refined,willian.santos
BF3E4-1550,[CLIENTE - 2] Assunto: CRM e Audiência (Parte 2) - TAMANHO: G,2026-03-06T20:01:46.899-0300,2026-03-17T18:10:08.179-0300,WAITING REFINEMENT,IN REFINEMENT,willian.santos
BF3E4-1550,[CLIENTE - 2] Assunto: CRM e Audiência (Parte 2) - TAMANHO: G,2026-03-06T20:01:46.899-0300,2026-03-17T18:10:02.240-0300,Open,WAITING REFINEMENT,willian.santos
BF3E4-1535,[CLIENTE - 1] Assunto: Salesforce CDC - Staging (Parte 1) - TAMANHO: G,2026-03-06T19:52:35.025-0300,2026-03-17T17:27:01.792-0300,IN REFINEMENT,Refined,willian.santos
BF3E4-1535,[CLIENTE - 1] Assunto: Salesforce CDC - Staging (Parte 1) - TAMANHO: G,2026-03-06T19:52:35.025-0300,2026-03-17T17:26:58.940-0300,WAITING REFINEMENT,IN REFINEMENT,willian.santos
BF3E4-1535,[CLIENTE - 1] Assunto: Salesforce CDC - Staging (Parte 1) - TAMANHO: G,2026-03-06T19:52:35.025-0300,2026-03-17T17:26:54.206-0300,Open,WAITING REFINEMENT,willian.santos
