Chave,Titulo,Data Criacao,Data Mudanca,Status Antigo,Status Novo,Autor
BF3E4-3779,[RH - 69] Entidade: Talent_Acquisition - Lote 1 - TAMANHO: P,2026-03-11T12:45:53.721-0300,2026-03-20T10:18:28.161-0300,WAITING REFINEMENT,IN REFINEMENT,italo.siqueira
BF3E4-3779,[RH - 69] Entidade: Talent_Acquisition - Lote 1 - TAMANHO: P,2026-03-11T12:45:53.721-0300,2026-03-20T10:18:20.229-0300,Open,WAITING REFINEMENT,italo.siqueira
BF3E4-3770,[RH - 68] Entidade: People_Analytics - Diversity - TAMANHO: P,2026-03-11T12:45:36.080-0300,2026-03-20T10:16:59.422-0300,IN REFINEMENT,Refined,italo.siqueira
BF3E4-3770,[RH - 68] Entidade: People_Analytics - Diversity - TAMANHO: P,2026-03-11T12:45:36.080-0300,2026-03-20T10:16:57.104-0300,WAITING REFINEMENT,IN REFINEMENT,italo.siqueira
BF3E4-3770,[RH - 68] Entidade: People_Analytics - Diversity - TAMANHO: P,2026-03-11T12:45:36.080-0300,2026-03-20T10:16:52.616-0300,Open,WAITING REFINEMENT,italo.siqueira
BF3E4-3764,[RH - 67] Entidade: People_Analytics_Restricted - Carga desconhecida - TAMANHO: P,2026-03-11T12:45:21.910-0300,2026-03-20T10:22:36.285-0300,IN REFINEMENT,Refined,italo.siqueira
BF3E4-3764,[RH - 67] Entidade: People_Analytics_Restricted - Carga desconhecida - TAMANHO: P,2026-03-11T12:45:21.910-0300,2026-03-20T10:22:34.102-0300,WAITING REFINEMENT,IN REFINEMENT,italo.siqueira
BF3E4-3764,[RH - 67] Entidade: People_Analytics_Restricted - Carga desconhecida - TAMANHO: P,2026-03-11T12:45:21.910-0300,2026-03-20T10:22:31.703-0300,Open,WAITING REFINEMENT,italo.siqueira
BF3E4-3752,[RH - 66] Entidade: Learning Completed Training (Ano Corrente) - TAMANHO: P,2026-03-11T12:45:01.301-0300,2026-03-20T09:59:56.017-0300,IN REFINEMENT,Refined,italo.siqueira
BF3E4-3752,[RH - 66] Entidade: Learning Completed Training (Ano Corrente) - TAMANHO: P,2026-03-11T12:45:01.301-0300,2026-03-20T09:59:53.058-0300,WAITING REFINEMENT,IN REFINEMENT,italo.siqueira
